"user_id","game_name","payment_month","language","age","has_older_device_model","arppu","paid_users","new_paid_users","mrr","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_mrr","back_from_churn_mrr"
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-07-01,ru,26,true,14.13,1,1,14.13,14.13,0,0,,,
oQQmPjqm7DR+exPmp6xDhg==,game 3,2022-07-01,uk,30,false,12.42,1,1,12.42,12.42,0,0,,,
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-07-01,en,20,false,56.04,1,0,56.04,,0,0,,-42.33,
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-07-01,uk,18,true,106.59,1,0,106.59,,0,0,75.21,,
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-07-01,uk,15,false,63.63,1,0,63.63,,0,0,22.50,,
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-07-01,uk,22,false,15.03,1,0,15.03,,0,0,1.77,,
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-07-01,uk,24,false,83.70,1,0,83.70,,0,0,18.45,,
BH4aptg763J0WNnw0OS9hw==,game 3,2022-07-01,ru,18,false,15.21,1,1,15.21,15.21,1,15.21,,,
NntDesROB4ANrudTCXEScA==,game 3,2022-07-01,ru,37,false,39.12,1,1,39.12,39.12,1,39.12,,,
ni2+3lFt9yVqbt5Vtc8BMQ==,game 3,2022-07-01,uk,18,false,17.76,1,1,17.76,17.76,1,17.76,,,
ngOdQ8biXsraLxTHS862fw==,game 3,2022-07-01,ru,25,false,13.92,1,1,13.92,13.92,1,13.92,,,
MRcEXu/KG95hsIyJM/816A==,game 3,2022-07-01,uk,32,false,14.73,1,0,14.73,,0,0,,-8.67,
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-07-01,uk,14,true,12.90,1,0,12.9,,0,0,,-33.30,
m7Hk77dySHBbxrKgro1Hjg==,game 3,2022-07-01,uk,30,false,22.77,1,1,22.77,22.77,0,0,,,
lx3SsUV7NOrv93tCexVp5A==,game 3,2022-07-01,uk,16,false,36.21,1,1,36.21,36.21,0,0,,,
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-07-01,uk,21,false,93.36,1,0,93.36,,0,0,74.70,,
C6w5XTf8lIfc+VFmC7/bVw==,game 3,2022-07-01,uk,40,false,14.25,1,1,14.25,14.25,1,14.25,,,
lCD23Awt3KotauWenCRr5w==,game 3,2022-07-01,uk,20,false,22.98,1,0,22.98,,1,22.98,,,22.98
L8+KU8u6xftnkFVO501X7w==,game 3,2022-07-01,uk,30,false,14.04,1,1,14.04,14.04,0,0,,,
K/6KHxREKTlFZXRfBNVNuQ==,game 3,2022-07-01,ru,19,false,38.07,1,0,38.07,,1,38.07,23.43,,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-07-01,uk,20,false,36.21,1,0,36.21,,0,0,,-30.24,
cOCixiBbcAHemYgbNdoTcw==,game 3,2022-07-01,uk,20,false,68.04,1,1,68.04,68.04,1,68.04,,,
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-07-01,ru,34,false,15.45,1,1,15.45,15.45,0,0,,,
crKNTIblJ0113SKEtSJQHw==,game 3,2022-07-01,uk,16,false,107.25,1,0,107.25,,0,0,77.28,,
JBV4ilPNTtWevrqq146kyg==,game 3,2022-07-01,uk,43,false,34.59,1,0,34.59,,1,34.59,18.21,,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-07-01,ru,20,false,24.84,1,0,24.84,,0,0,2.37,,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-07-01,uk,24,false,17.07,1,0,17.07,,0,0,,-37.47,
iIytnKqiHLJVVoC/S4HgPQ==,game 3,2022-07-01,ru,24,false,12.51,1,1,12.51,12.51,1,12.51,,,
iFnn4bfYgNs8OS5MCcLjeA==,game 3,2022-07-01,uk,28,false,21.39,1,0,21.39,,1,21.39,,,21.39
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-07-01,uk,15,false,53.31,1,0,53.31,,0,0,,-0.24,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-07-01,uk,18,false,48.78,1,0,48.78,,0,0,13.89,,
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-07-01,uk,21,false,100.83,1,0,100.83,,0,0,68.46,,
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-07-01,uk,28,false,14.64,1,1,14.64,14.64,0,0,,,
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-07-01,uk,22,false,15.87,1,0,15.87,,0,0,,,15.87
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-07-01,uk,19,false,84.45,1,0,84.45,,0,0,,-18.69,
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-07-01,uk,16,false,12.03,1,0,12.03,,0,0,,-5.61,
xU11jJIA4UIYu7pmqJ4kvg==,game 3,2022-07-01,uk,25,false,27.06,1,1,27.06,27.06,1,27.06,,,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-07-01,uk,15,false,41.67,1,0,41.67,,0,0,,-25.29,
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-07-01,uk,26,false,16.38,1,1,16.38,16.38,0,0,,,
DqezK7HAqZ+GovyRuzxD1A==,game 3,2022-07-01,uk,23,false,120.51,1,0,120.51,,1,120.51,34.02,,
dUXVADLWvf2uvh+Q6TNrMw==,game 3,2022-07-01,ru,19,false,12.15,1,1,12.15,12.15,1,12.15,,,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-07-01,uk,19,false,28.23,1,1,28.23,28.23,0,0,,,
hvvcK5gx+FdZE6DZA3df+Q==,game 3,2022-07-01,uk,29,false,13.92,1,1,13.92,13.92,1,13.92,,,
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-07-01,ru,24,false,107.31,1,0,107.31,,0,0,39.60,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-07-01,en,25,false,148.98,1,0,148.98,,0,0,115.47,,
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-07-01,uk,20,false,39.21,1,1,39.21,39.21,0,0,,,
HJccOn6v5KHqBa8wRu42oQ==,game 3,2022-07-01,uk,20,false,25.20,1,0,25.2,,1,25.2,,,25.2
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-07-01,ru,24,true,55.89,1,0,55.89,,0,0,23.82,,
rw8yxS9+t5PvgINa7EhMvQ==,game 3,2022-08-01,uk,18,true,42.51,1,0,42.51,,0,0,,-29.94,
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,2022-08-01,ru,34,false,18.90,1,0,18.9,,0,0,,-6.33,
"0A5RkQrm+GBgG7KSFk/xhw==",game 3,2022-08-01,uk,31,false,40.83,1,0,40.83,,0,0,,-11.94,
"1BBMagZRq/39AV1l2rm4Iw==",game 3,2022-08-01,ru,23,false,89.04,1,1,89.04,89.04,0,0,,,
"1dvc3uv3gFy83YY5oJeFkQ==",game 3,2022-08-01,uk,17,false,45.93,1,1,45.93,45.93,1,45.93,,,
"1jx1AjqUwE9sbCyafQnUNQ==",game 3,2022-08-01,ru,25,false,21.18,1,0,21.18,,0,0,4.89,,
"2FYEYdoJMUOtbJ6TruruWA==",game 3,2022-08-01,ru,20,false,14.19,1,0,14.19,,1,14.19,,-10.65,
"2onLVyXEEj2aH+D4N9ldYQ==",game 3,2022-08-01,uk,16,false,50.04,1,1,50.04,50.04,1,50.04,,,
"3iITAz/ADjFv3PDTgTjxSg==",game 3,2022-08-01,ru,16,false,97.08,1,0,97.08,,0,0,46.50,,
"3KHhqZr7/1n2+bTP13WuXA==",game 3,2022-08-01,uk,16,false,20.19,1,0,20.19,,0,0,,,20.19
"3rCdNEPkh3vwmYB0BVadEw==",game 3,2022-08-01,ru,27,false,17.34,1,0,17.34,,1,17.34,,-4.53,
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,2022-08-01,uk,21,true,17.16,1,0,17.16,,0,0,1.38,,
"3Xuq0acIoGEgw19qflIoog==",game 3,2022-08-01,uk,25,false,19.86,1,0,19.86,,0,0,,-21.87,
"4b7l8C489HEJirtoe7xtFg==",game 3,2022-08-01,uk,20,true,16.56,1,0,16.56,,0,0,,-72.72,
"4btLP2zvi8eBV0t08fdkKQ==",game 3,2022-08-01,ru,20,false,47.91,1,0,47.91,,0,0,7.20,,
"4oH5e29koOH9zNYW8Kwcsg==",game 3,2022-08-01,uk,28,false,12.51,1,0,12.51,,1,12.51,,-5.55,
"4pssft0TgDfiQexjbe25lw==",game 3,2022-08-01,ru,26,false,59.40,1,0,59.40,,1,59.40,44.97,,
"5n2VR2SS79K3vJ0/V2A8RQ==",game 3,2022-08-01,ru,27,false,47.13,1,1,47.13,47.13,0,0,,,
"6We7zBO7mVbNxGEl/xPKVg==",game 3,2022-08-01,uk,19,false,21.87,1,0,21.87,,0,0,,-96.96,
"72brUr/DKItStlTen5pHYg==",game 3,2022-08-01,uk,24,false,30.63,1,0,30.63,,0,0,,-6.48,
"787jk0VnxM8/sv/0TkvO6A==",game 3,2022-08-01,uk,20,false,76.29,1,0,76.29,,0,0,54.81,,
"7BqUeLmbiug63XrWs2+ZQQ==",game 3,2022-08-01,ru,15,false,32.94,1,0,32.94,,0,0,,-28.47,
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,2022-08-01,ru,23,false,48.18,1,0,48.18,,1,48.18,,,48.18
"7ew71UmoMb73L41PM/YL/w==",game 3,2022-08-01,uk,17,false,40.74,1,0,40.74,,0,0,0.51,,
"7GCGwypiXsxGxetp6/KmnA==",game 3,2022-08-01,uk,31,false,30.21,1,1,30.21,30.21,0,0,,,
"7GE5h/3N3lcro3K9T3aujw==",game 3,2022-08-01,ru,32,false,104.70,1,0,104.70,,0,0,15.66,,
"7SeM1pmnTTTXfhI+x3ldng==",game 3,2022-08-01,ru,22,false,55.56,1,0,55.56,,0,0,,-26.76,
"7vnYIRqjBNlAyBbtPg02tQ==",game 3,2022-08-01,uk,21,false,82.08,1,0,82.08,,0,0,50.49,,
"7zai/c69uF/NhB95HgKuYw==",game 3,2022-08-01,uk,16,false,75.15,1,0,75.15,,0,0,12.90,,
"7zbxKst2yi3pfdVI8iEChw==",game 3,2022-08-01,ru,15,false,18.30,1,0,18.3,,1,18.3,,,18.3
"8ncYOMYXeKDelzX40EnuLA==",game 3,2022-08-01,uk,19,false,158.76,1,0,158.76,,0,0,71.82,,
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,2022-08-01,ru,24,false,46.29,1,0,46.29,,0,0,,-74.46,
A1qVjssGQ+ZUWZu3Z5DzTA==,game 3,2022-08-01,uk,24,false,15.21,1,0,15.21,,0,0,,-49.23,
A6QTeGOKjaGkGkRCFqNybw==,game 3,2022-08-01,ru,33,false,43.86,1,1,43.86,43.86,1,43.86,,,
ABuPH1LovAomZwU+2iw0Lw==,game 3,2022-08-01,uk,18,false,51.00,1,1,51.00,51.00,0,0,,,
An7gG7hfETivAjfokQv3Ww==,game 3,2022-08-01,uk,23,false,90.99,1,0,90.99,,0,0,45.96,,
AN9at3LlvDamqXq8dvHD4w==,game 3,2022-08-01,ru,24,false,43.23,1,0,43.23,,0,0,29.52,,
B4b6v6eUHvAVOeAQk6EEiw==,game 3,2022-08-01,ru,23,false,64.80,1,0,64.80,,0,0,44.01,,
b6lW5fOrJiJUE7dwhEp9VQ==,game 3,2022-08-01,ru,17,false,73.38,1,0,73.38,,0,0,58.17,,
bBOj8UKjraXzMIPrGBdCrQ==,game 3,2022-08-01,uk,28,false,27.60,1,1,27.60,27.60,0,0,,,
Bcs3CbYx2EpbL9otxlEUmg==,game 3,2022-08-01,uk,18,true,73.38,1,0,73.38,,0,0,,-33.21,
BDvlXttM/hbupcLic+5ZWg==,game 3,2022-08-01,uk,29,false,13.59,1,0,13.59,,0,0,,,13.59
BOcGlFXXESDUbttxDzQIQw==,game 3,2022-08-01,uk,32,false,88.29,1,1,88.29,88.29,0,0,,,
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,2022-08-01,uk,14,true,35.79,1,0,35.79,,1,35.79,22.89,,
c5qsNfxhW80Ws3aBXDa1nA==,game 3,2022-08-01,uk,18,false,15.78,1,1,15.78,15.78,0,0,,,
crKNTIblJ0113SKEtSJQHw==,game 3,2022-08-01,uk,16,false,40.47,1,0,40.47,,0,0,,-66.78,
cv6g2/jSkR+FwO58WY85DQ==,game 3,2022-08-01,uk,20,false,55.47,1,1,55.47,55.47,0,0,,,
d7kiN4CYGndV2/L4yQeZ4g==,game 3,2022-08-01,ru,19,false,42.60,1,1,42.60,42.60,0,0,,,
D9Bdgp+w/syZMU61LudzFQ==,game 3,2022-08-01,uk,19,false,16.41,1,1,16.41,16.41,0,0,,,
DAMO0tILVRlXZhYONdvs0Q==,game 3,2022-08-01,uk,15,false,48.21,1,0,48.21,,0,0,,-5.10,
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,2022-08-01,uk,21,false,46.71,1,0,46.71,,0,0,,-54.12,
DcYWdg5xq9/5Yd7SaaVhZw==,game 3,2022-08-01,uk,32,false,29.49,1,1,29.49,29.49,0,0,,,
DorDcyqBWMg5IEaflqn5Xw==,game 3,2022-08-01,ru,23,false,58.92,1,0,58.92,,0,0,,,58.92
dpfu6t8G4blqMn55KM8bSg==,game 3,2022-08-01,uk,16,false,92.13,1,0,92.13,,0,0,80.10,,
dQAFHVkiiCKfawYALbHZeA==,game 3,2022-08-01,uk,26,false,14.64,1,0,14.64,,1,14.64,,-1.74,
dVTYjVpXbOM/sOgCq4CV0g==,game 3,2022-08-01,uk,25,false,41.31,1,1,41.31,41.31,0,0,,,
dxXTsxsoGNYPn+1rVBAUww==,game 3,2022-08-01,uk,33,false,13.98,1,1,13.98,13.98,0,0,,,
e/6IajqZ922YY1rh2ErMJQ==,game 3,2022-08-01,en,25,false,78.39,1,0,78.39,,0,0,,-70.59,
eCd4MBHIR4qUWapg05TFLQ==,game 3,2022-08-01,ru,18,false,40.14,1,0,40.14,,0,0,8.28,,
eLWkkjmSeHVGjb9tp+CJpQ==,game 3,2022-08-01,uk,19,false,61.95,1,0,61.95,,0,0,39.45,,
eoqO46DzxSrKA2rredUNyQ==,game 3,2022-08-01,uk,24,false,43.71,1,0,43.71,,0,0,,-17.01,
er3/fOrRpmyqiRaC0CaFcg==,game 3,2022-08-01,uk,21,false,65.52,1,0,65.52,,0,0,25.65,,
F03P4YcFbbtcWUlujjIQmQ==,game 3,2022-08-01,ru,20,true,37.23,1,0,37.23,,0,0,3.99,,
F9Jtg6+0qPUKWDgBJxG8cA==,game 3,2022-08-01,ru,18,false,30.39,1,0,30.39,,1,30.39,,-1.20,
fDgyPW0yy0+9ietMvl0vmA==,game 3,2022-08-01,ru,18,false,65.34,1,0,65.34,,1,65.34,32.40,,
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,2022-08-01,ru,31,false,53.28,1,0,53.28,,0,0,,,53.28
fNc4x9raJu2OBcbtEloM7A==,game 3,2022-08-01,ru,35,false,15.84,1,1,15.84,15.84,1,15.84,,,
fuL+cD0zV6Gn4ypTYmXUgw==,game 3,2022-08-01,uk,16,false,57.60,1,0,57.60,,0,0,0.21,,
fvYhEtD56gROaXqCi9/z/Q==,game 3,2022-08-01,uk,19,false,133.05,1,0,133.05,,0,0,60.48,,
G9053rs6jbKItKUhrUdLew==,game 3,2022-08-01,uk,27,false,41.94,1,0,41.94,,0,0,,-5.07,
geIiJ1L04w2qAE0qzQUb2g==,game 3,2022-08-01,uk,23,false,30.18,1,0,30.18,,0,0,,-76.89,
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,2022-08-01,uk,16,false,77.82,1,0,77.82,,1,77.82,31.86,,
GjL6ipu28pHPFxZJPuplNQ==,game 3,2022-08-01,uk,28,false,16.44,1,1,16.44,16.44,1,16.44,,,
GOl6BQXsy0zvbvIWIoKEQw==,game 3,2022-08-01,ru,18,false,76.23,1,0,76.23,,0,0,,-38.52,
gPRMy8HkmaiyX+13OxuP/A==,game 3,2022-08-01,ru,21,false,17.40,1,0,17.4,,0,0,,-67.77,
gT0iqDKuIXNm4ceMd9eZ1A==,game 3,2022-08-01,uk,20,false,57.78,1,0,57.78,,0,0,,-34.41,
gxZPbCoYIu8slavUm05KGA==,game 3,2022-08-01,ru,14,false,19.80,1,1,19.8,19.8,0,0,,,
Hamw6F2EZmJfI2glmE2NEg==,game 3,2022-08-01,ru,24,true,36.27,1,0,36.27,,0,0,,-19.62,
hi1ErLiMLDP0HWvMqLKv6g==,game 3,2022-08-01,ru,18,false,32.13,1,0,32.13,,0,0,,-85.65,
HWpnvfSvYzUsQCcCKhetIg==,game 3,2022-08-01,uk,19,false,102.48,1,0,102.48,,0,0,74.25,,
HxWcXHURvvtOJkrXAcDxQg==,game 3,2022-08-01,uk,15,false,71.64,1,0,71.64,,0,0,29.97,,
HZqx1XVZ1mb7lM9T61x+DA==,game 3,2022-08-01,ru,43,false,13.47,1,0,13.47,,1,13.47,,,13.47
ICBVvRc9TR+qF7IoBfEWsQ==,game 3,2022-08-01,uk,18,true,44.37,1,1,44.37,44.37,0,0,,,
IdKyooyTjAbvCA7p+ujKCw==,game 3,2022-08-01,uk,19,false,54.24,1,0,54.24,,0,0,,-30.21,
iFFApiXZ2wPdS666BLpKZw==,game 3,2022-08-01,uk,18,false,18.42,1,0,18.42,,0,0,,-30.36,
ildaqkizLaFesmkjCvlzmQ==,game 3,2022-08-01,uk,24,false,58.23,1,0,58.23,,0,0,41.16,,
jKSOgyMP0Yzld1pVpvyYrg==,game 3,2022-08-01,uk,36,false,26.31,1,0,26.31,,1,26.31,,,26.31
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,2022-08-01,uk,25,false,56.10,1,0,56.10,,1,56.10,,,56.10
juwM8fLyplCQTgKTP8dJgQ==,game 3,2022-08-01,ru,34,false,13.65,1,0,13.65,,0,0,,-1.80,
jVhb69DTRT5TSWYEiUrlbg==,game 3,2022-08-01,uk,20,false,24.09,1,0,24.09,,0,0,,-12.12,
JZddlB04roDQYT2zrRPBcA==,game 3,2022-08-01,uk,44,false,12.45,1,1,12.45,12.45,1,12.45,,,
kAGCRMpNBghYDdEZ7r3Ptg==,game 2,2022-08-01,en,31,false,12.93,1,1,12.93,12.93,1,12.93,,,
L8+KU8u6xftnkFVO501X7w==,game 3,2022-08-01,uk,30,false,14.55,1,0,14.55,,1,14.55,0.51,,
lJW2nxFOiXDfsmSrwGsFQw==,game 3,2022-08-01,uk,20,false,69.18,1,1,69.18,69.18,0,0,,,
Lug+Yg90jslWgHEN6dc+Ng==,game 3,2022-08-01,uk,21,false,58.50,1,0,58.50,,1,58.50,,-34.86,
lx3SsUV7NOrv93tCexVp5A==,game 3,2022-08-01,uk,16,false,17.22,1,0,17.22,,0,0,,-18.99,
m7Hk77dySHBbxrKgro1Hjg==,game 3,2022-08-01,uk,30,false,18.84,1,0,18.84,,1,18.84,,-3.93,
mcbWtEz8ADI9GXCi1lfaSA==,game 3,2022-08-01,uk,17,true,16.05,1,1,16.05,16.05,1,16.05,,,
mEtO8F+CRPGmaJ8SHa7BbA==,game 3,2022-08-01,uk,32,false,26.70,1,1,26.70,26.70,0,0,,,
MRcEXu/KG95hsIyJM/816A==,game 3,2022-08-01,uk,32,false,26.13,1,0,26.13,,0,0,11.40,,
MSxDpyVU8A+9Wgmnb8b1IQ==,game 3,2022-08-01,uk,14,false,68.43,1,1,68.43,68.43,0,0,,,
mTha7D/MRe45dQaUAEKV3g==,game 3,2022-08-01,uk,42,false,14.73,1,1,14.73,14.73,1,14.73,,,
mXihLMwkG8RgO1jsFnJXnA==,game 3,2022-08-01,uk,32,false,12.75,1,1,12.75,12.75,0,0,,,
nklUUkirU5GYU5ZtNOgx8w==,game 3,2022-08-01,ru,20,true,42.84,1,0,42.84,,1,42.84,,,42.84
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,2022-08-01,uk,24,false,15.33,1,0,15.33,,0,0,,-68.37,
o55dseByUOl9s5IQCz1kuQ==,game 3,2022-08-01,uk,22,false,15.42,1,0,15.42,,1,15.42,0.39,,
O6owe/pXDy1Bk5nfxuCZyw==,game 3,2022-08-01,ru,20,false,39.30,1,1,39.30,39.30,1,39.30,,,
ojVPXYZw2oeGtcmG7LcLGA==,game 3,2022-08-01,en,20,false,58.02,1,0,58.02,,0,0,1.98,,
oQQmPjqm7DR+exPmp6xDhg==,game 3,2022-08-01,uk,30,false,13.20,1,0,13.2,,1,13.2,0.78,,
orbgZNBGuhZZx63HTAbyIw==,game 3,2022-08-01,uk,25,false,141.48,1,0,141.48,,0,0,72.33,,
+osJakLn8jv4bzFmPieelw==,game 3,2022-08-01,uk,30,false,13.29,1,1,13.29,13.29,0,0,,,
Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,2022-08-01,ru,18,false,36.54,1,0,36.54,,1,36.54,8.19,,
p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,2022-08-01,uk,25,false,14.85,1,0,14.85,,1,14.85,,-7.17,
pLOCMIX+imLIzoDehgdOPA==,game 3,2022-08-01,uk,22,false,129.75,1,0,129.75,,0,0,,-21.69,
PWvj9YoQTtX9FGLgG1CWJQ==,game 3,2022-08-01,uk,16,false,18.69,1,1,18.69,18.69,1,18.69,,,
PydH3c1l9bUvwz7hsiaBOg==,game 3,2022-08-01,uk,17,false,32.55,1,1,32.55,32.55,0,0,,,
pz7LUOs9i7xgncmHVxQvOw==,game 3,2022-08-01,ru,24,false,36.57,1,0,36.57,,1,36.57,,-16.20,
q8UcdT1sZCl07AqhDVz5ZA==,game 3,2022-08-01,uk,15,false,115.14,1,1,115.14,115.14,0,0,,,
qEF/fPDQLJPXIx6RiSIP1A==,game 3,2022-08-01,uk,20,false,48.51,1,0,48.51,,0,0,,-30.27,
qmZRB16NnnCdNHWUcSyVDQ==,game 3,2022-08-01,ru,37,false,42.87,1,0,42.87,,0,0,,-44.04,
QoHEss2e+b385deeX2p39Q==,game 3,2022-08-01,ru,22,false,71.43,1,0,71.43,,0,0,,-28.05,
qqYyR2vRI+7pgiuyTnVM+A==,game 3,2022-08-01,ru,19,false,41.31,1,0,41.31,,0,0,14.28,,
q+yzIb2a/avnS9k89SDQVw==,game 3,2022-08-01,uk,19,true,25.83,1,1,25.83,25.83,1,25.83,,,
QZBiEFECZAgVl5IkN9/cFw==,game 3,2022-08-01,en,16,false,205.05,1,0,205.05,,0,0,38.67,,
R6aBG9TzvghZNNmGufy5NQ==,game 3,2022-08-01,ru,33,false,12.36,1,1,12.36,12.36,1,12.36,,,
r9AjQVS2nstu5lpVmDlihA==,game 3,2022-08-01,ru,22,false,29.52,1,0,29.52,,1,29.52,4.68,,
RiIlY436bXNX8MIW9vUaAQ==,game 3,2022-08-01,uk,18,true,25.29,1,1,25.29,25.29,0,0,,,
RoTHCVmIeMQXudXxn3ykNw==,game 3,2022-08-01,uk,21,false,43.62,1,1,43.62,43.62,0,0,,,
RQBsCvxlogTNUidSygqgcQ==,game 3,2022-08-01,uk,28,false,55.92,1,0,55.92,,0,0,26.58,,
RUjQVs2C+H0ejG0h7x1f5A==,game 3,2022-08-01,uk,22,false,59.88,1,1,59.88,59.88,1,59.88,,,
sQqTFx1o31w2foAIr2LKNw==,game 3,2022-08-01,uk,32,false,35.79,1,1,35.79,35.79,0,0,,,
SwiAKdzn0b+A4XegM5x0Hw==,game 3,2022-08-01,uk,16,false,12.09,1,1,12.09,12.09,0,0,,,
to3TWHIKMGoINAlfTdWn+w==,game 3,2022-08-01,uk,28,false,19.92,1,0,19.92,,1,19.92,4.05,,
tUlbh1G7KYRxmBaQk4RPIw==,game 3,2022-08-01,uk,34,false,12.18,1,1,12.18,12.18,0,0,,,
UFVjte0RzYKTngAiVvjqPQ==,game 3,2022-08-01,uk,17,false,13.14,1,1,13.14,13.14,0,0,,,
UNcp1RmIObUiGNqLDHjNVw==,game 3,2022-08-01,uk,16,false,38.19,1,0,38.19,,0,0,,,38.19
+uszcWROLhovU7doCmFOiQ==,game 2,2022-08-01,uk,18,false,22.65,1,1,22.65,22.65,1,22.65,,,
V7J42heW8l19wiBJ8UpRyw==,game 3,2022-08-01,ru,25,false,73.41,1,0,73.41,,0,0,5.85,,
va4krMfpHwzELV/AUI7WHQ==,game 3,2022-08-01,uk,20,false,21.12,1,1,21.12,21.12,0,0,,,
VAduzk1Og0uicXfMLD3VbQ==,game 3,2022-08-01,uk,25,false,42.72,1,1,42.72,42.72,0,0,,,
Veep00i4vvZbTAVD6GMoiA==,game 3,2022-08-01,uk,38,false,69.36,1,0,69.36,,0,0,38.10,,
VGEh7S+cxW9PT7H8KNgEGQ==,game 3,2022-08-01,uk,24,false,324.15,1,1,324.15,324.15,0,0,,,
Vn7Z6/B2x4f/w8R6xVfw5w==,game 3,2022-08-01,uk,18,false,73.20,1,0,73.20,,0,0,51.39,,
VzxrkGURuahRUx/43mjAFQ==,game 3,2022-08-01,uk,37,false,39.48,1,0,39.48,,1,39.48,22.32,,
wA+Rd++M6EKUppqQeb+pTw==,game 3,2022-08-01,uk,20,false,15.60,1,1,15.6,15.6,0,0,,,
wDXJbTe2RLmAMKsPm5zZDg==,game 3,2022-08-01,ru,17,false,103.71,1,0,103.71,,0,0,26.79,,
WMcncRFNp4e91e/Y3CwEvQ==,game 3,2022-08-01,uk,23,false,41.16,1,0,41.16,,0,0,27.12,,
WSQTlRZJRg4Rb+rqe56nJg==,game 3,2022-08-01,uk,26,false,26.31,1,0,26.31,,0,0,,-7.44,
xiXTXOEbWU+HnGOUmgc9/w==,game 3,2022-08-01,uk,20,false,13.47,1,0,13.47,,1,13.47,,-32.28,
xnLJlU804PSS9tXKmm7gZQ==,game 3,2022-08-01,ru,21,true,12.60,1,0,12.6,,0,0,,-43.74,
+XPKfmhBmI2NdGQ96Iaysg==,game 3,2022-08-01,uk,38,false,18.48,1,0,18.48,,0,0,,-12.66,
xSi5UajdkNHXppWOTm6g8w==,game 3,2022-08-01,uk,20,false,91.56,1,0,91.56,,0,0,52.35,,
xt/PY4N2zkZQgtlZ9Cg82w==,game 3,2022-08-01,ru,24,false,17.46,1,0,17.46,,0,0,,-89.85,
xVwGwMaEG1yZydv5VIfEQA==,game 3,2022-08-01,uk,22,false,17.94,1,0,17.94,,0,0,2.07,,
yH7KH2AG/PGgQiNV7uTTGg==,game 3,2022-08-01,ru,19,false,14.88,1,1,14.88,14.88,1,14.88,,,
Yh9mYycPmc8CH9Rbjhu3ZQ==,game 3,2022-08-01,uk,28,false,30.39,1,0,30.39,,0,0,15.75,,
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,2022-08-01,uk,15,false,34.86,1,0,34.86,,0,0,,-28.77,
ytNOQh7e6qNGQNC0T3RBxw==,game 3,2022-08-01,ru,26,true,40.83,1,0,40.83,,0,0,26.70,,
zeu++qOqokuGcT0ghN97bQ==,game 3,2022-08-01,ru,34,false,59.34,1,1,59.34,59.34,1,59.34,,,
ZgTMXDOYCQOiAw4VI8H7AA==,game 3,2022-08-01,uk,25,false,90.63,1,0,90.63,,0,0,69.00,,
ZmjMhgyYl6o8iFq964FEWg==,game 3,2022-08-01,ru,17,false,81.84,1,0,81.84,,0,0,63.09,,
ZmnZeh2zth0OyQaAzd6eTA==,game 3,2022-08-01,uk,41,false,13.74,1,1,13.74,13.74,1,13.74,,,
zmZPan/KZoyrIR2r/SvLdA==,game 3,2022-08-01,ru,15,false,74.31,1,0,74.31,,0,0,3.42,,
zSepnWFgLH0tQb1s4mxKZQ==,game 3,2022-08-01,uk,24,false,36.18,1,0,36.18,,0,0,21.78,,
ZU1vF9G4TjB+iEZ001MU3g==,game 3,2022-08-01,ru,29,false,23.10,1,0,23.1,,1,23.1,0.9,,
